target,t_acc,query,q_acc,evalue,score,sample,contig,query_type
3300009154_assembled_Ga0114963_10000587_16,-,Penton_4,-,1.4e-27,93.7,all,3300009154_assembled_Ga0114963_10000587,Penton
3300010885_assembled_Ga0133913_10010443_10,-,Penton_4,-,2e-27,93.2,all,3300010885_assembled_Ga0133913_10010443,Penton
3300009163_assembled_Ga0114970_10000439_26,-,Penton_4,-,3.1e-27,92.6,all,3300009163_assembled_Ga0114970_10000439,Penton
3300010885_assembled_Ga0133913_10013256_20,-,Penton_4,-,6.7e-26,88.2,all,3300010885_assembled_Ga0133913_10013256,Penton
JN603370.1_19,-,Penton_4,-,8.4e-25,84.6,all,JN603370.1,Penton
3300009500_assembled_Ga0116229_10007006_19,-,Penton_4,-,3.7e-24,82.5,all,3300009500_assembled_Ga0116229_10007006,Penton
3300027777_assembled_Ga0209829_10000789_29,-,Penton_4,-,8.9e-24,81.2,all,3300027777_assembled_Ga0209829_10000789,Penton
3300010334_assembled_Ga0136644_10000572_30,-,Penton_4,-,2e-23,80,all,3300010334_assembled_Ga0136644_10000572,Penton
3300010354_assembled_Ga0129333_10000799_17,-,Penton_4,-,5.6e-23,78.5,all,3300010354_assembled_Ga0129333_10000799,Penton
3300006114_assembled_Ga0007815_1000154_11,-,Penton_4,-,1.2e-22,77.5,all,3300006114_assembled_Ga0007815_1000154,Penton
OL828819.1_20,-,Penton_4,-,6.4e-22,75.1,all,OL828819.1,Penton
3300010885_assembled_Ga0133913_10015411_5,-,Penton_4,-,1.3e-21,74,all,3300010885_assembled_Ga0133913_10015411,Penton
3300009182_assembled_Ga0114959_10001102_11,-,Penton_4,-,1.7e-21,73.7,all,3300009182_assembled_Ga0114959_10001102,Penton
3300009183_assembled_Ga0114974_10000518_26,-,Penton_4,-,3.3e-21,72.7,all,3300009183_assembled_Ga0114974_10000518,Penton
3300032665_assembled_Ga0316221_1001987_22,-,Penton_4,-,1.6e-20,70.4,all,3300032665_assembled_Ga0316221_1001987,Penton
3300002092_assembled_JGI24218J26658_1000290_30,-,Penton_4,-,1.9e-20,70.2,all,3300002092_assembled_JGI24218J26658_1000290,Penton
3300017971_assembled_Ga0180438_10003911_14,-,Penton_4,-,1.9e-20,70.2,all,3300017971_assembled_Ga0180438_10003911,Penton
3300002835_assembled_B570J40625_100004419_13,-,Penton_4,-,3.1e-20,69.5,all,3300002835_assembled_B570J40625_100004419,Penton
3300018022_assembled_Ga0187864_10002390_2,-,Penton_4,-,5.7e-20,68.6,all,3300018022_assembled_Ga0187864_10002390,Penton
3300029911_assembled_Ga0311361_10011007_1,-,Penton_4,-,3.3e-19,66.1,all,3300029911_assembled_Ga0311361_10011007,Penton
3300021438_assembled_Ga0213920_1000796_15,-,Penton_4,-,4.2e-19,65.8,all,3300021438_assembled_Ga0213920_1000796,Penton
3300014492_assembled_Ga0182013_10004328_12,-,Penton_4,-,6e-19,65.3,all,3300014492_assembled_Ga0182013_10004328,Penton
MG807318.2_11,-,Penton_4,-,1.6e-18,63.9,all,MG807318.2,Penton
3300017971_assembled_Ga0180438_10003911_15,-,Penton_4,-,4.7e-18,62.3,all,3300017971_assembled_Ga0180438_10003911,Penton
3300010413_assembled_Ga0136851_10008908_1,-,Penton_4,-,1.6e-16,57.3,all,3300010413_assembled_Ga0136851_10008908,Penton
3300025736_assembled_Ga0207997_1001135_8,-,Penton_4,-,1.8e-16,57.1,all,3300025736_assembled_Ga0207997_1001135,Penton
3300032770_assembled_Ga0335085_10008907_18,-,Penton_4,-,3.2e-16,56.3,all,3300032770_assembled_Ga0335085_10008907,Penton
3300021168_assembled_Ga0210406_10003258_9,-,Penton_4,-,3.6e-16,56.1,all,3300021168_assembled_Ga0210406_10003258,Penton
KC556925.1_12,-,Penton_4,-,3.8e-16,56,all,KC556925.1,Penton
3300035696_assembled_Ga0374055_0049619_21,-,Penton_4,-,5.7e-16,55.4,all,3300035696_assembled_Ga0374055_0049619,Penton
3300009091_assembled_Ga0102851_10000522_1,-,Penton_4,-,6e-16,55.4,all,3300009091_assembled_Ga0102851_10000522,Penton
3300009548_assembled_Ga0116107_1001113_13,-,Penton_4,-,7e-16,55.2,all,3300009548_assembled_Ga0116107_1001113,Penton
3300010885_assembled_Ga0133913_10011061_26,-,Penton_6,-,0,1189.5,all,3300010885_assembled_Ga0133913_10011061,Penton
3300025646_assembled_Ga0208161_1000494_22,-,Penton_6,-,5.9e-34,114.5,all,3300025646_assembled_Ga0208161_1000494,Penton
3300009548_assembled_Ga0116107_1001113_13,-,Penton_6,-,1.2e-33,113.4,all,3300009548_assembled_Ga0116107_1001113,Penton
3300007541_assembled_Ga0099848_1000221_15,-,Penton_6,-,1.5e-30,103.3,all,3300007541_assembled_Ga0099848_1000221,Penton
3300007541_assembled_Ga0099848_1000221_16,-,Penton_6,-,1.6e-26,89.9,all,3300007541_assembled_Ga0099848_1000221,Penton
3300024254_assembled_Ga0247661_1000063_9,-,Penton_6,-,3.5e-25,85.4,all,3300024254_assembled_Ga0247661_1000063,Penton
3300017971_assembled_Ga0180438_10003911_14,-,Penton_6,-,4.2e-25,85.2,all,3300017971_assembled_Ga0180438_10003911,Penton
3300027708_assembled_Ga0209188_1000973_20,-,Penton_6,-,2.9e-24,82.4,all,3300027708_assembled_Ga0209188_1000973,Penton
3300002835_assembled_B570J40625_100005612_18,-,Penton_6,-,7.8e-24,81,all,3300002835_assembled_B570J40625_100005612,Penton
3300017971_assembled_Ga0180438_10003911_15,-,Penton_6,-,2e-23,79.6,all,3300017971_assembled_Ga0180438_10003911,Penton
3300010885_assembled_Ga0133913_10013256_20,-,Penton_6,-,5e-23,78.3,all,3300010885_assembled_Ga0133913_10013256,Penton
3300032770_assembled_Ga0335085_10008907_18,-,Penton_6,-,2.4e-22,76,all,3300032770_assembled_Ga0335085_10008907,Penton
3300009500_assembled_Ga0116229_10007006_19,-,Penton_6,-,8.2e-22,74.3,all,3300009500_assembled_Ga0116229_10007006,Penton
3300009181_assembled_Ga0114969_10001288_5,-,Penton_6,-,2.1e-20,69.6,all,3300009181_assembled_Ga0114969_10001288,Penton
3300010413_assembled_Ga0136851_10008908_21,-,Penton_6,-,2.3e-20,69.5,all,3300010413_assembled_Ga0136851_10008908,Penton
3300009091_assembled_Ga0102851_10000522_1,-,Penton_6,-,2.6e-20,69.3,all,3300009091_assembled_Ga0102851_10000522,Penton
3300018022_assembled_Ga0187864_10002390_2,-,Penton_6,-,3.2e-20,69,all,3300018022_assembled_Ga0187864_10002390,Penton
3300007540_assembled_Ga0099847_1000087_16,-,Penton_6,-,4.9e-20,68.4,all,3300007540_assembled_Ga0099847_1000087,Penton
3300006916_assembled_Ga0070750_10000267_3,-,Penton_6,-,6e-20,68.1,all,3300006916_assembled_Ga0070750_10000267,Penton
3300019487_assembled_Ga0187893_10009394_17,-,Penton_6,-,1.4e-19,66.9,all,3300019487_assembled_Ga0187893_10009394,Penton
3300025736_assembled_Ga0207997_1001135_8,-,Penton_6,-,1.7e-19,66.6,all,3300025736_assembled_Ga0207997_1001135,Penton
3300009182_assembled_Ga0114959_10001102_11,-,Penton_6,-,3.1e-19,65.7,all,3300009182_assembled_Ga0114959_10001102,Penton
3300017963_assembled_Ga0180437_10003822_11,-,Penton_6,-,2.9e-18,62.5,all,3300017963_assembled_Ga0180437_10003822,Penton
3300005747_assembled_Ga0076924_1015279_12,-,Penton_6,-,4.7e-18,61.8,all,3300005747_assembled_Ga0076924_1015279,Penton
3300023174_assembled_Ga0214921_10004023_18,-,Penton_6,-,6.3e-18,61.4,all,3300023174_assembled_Ga0214921_10004023,Penton
3300009111_assembled_Ga0115026_10000109_7,-,Penton_6,-,1e-17,60.7,all,3300009111_assembled_Ga0115026_10000109,Penton
3300025401_assembled_Ga0207955_1000104_10,-,Penton_6,-,1.1e-17,60.6,all,3300025401_assembled_Ga0207955_1000104,Penton
3300009163_assembled_Ga0114970_10000439_26,-,Penton_6,-,1.1e-17,60.6,all,3300009163_assembled_Ga0114970_10000439,Penton
3300002092_assembled_JGI24218J26658_1000290_30,-,Penton_6,-,1.3e-17,60.4,all,3300002092_assembled_JGI24218J26658_1000290,Penton
3300021168_assembled_Ga0210406_10003258_9,-,Penton_6,-,1.7e-17,60,all,3300021168_assembled_Ga0210406_10003258,Penton
3300021438_assembled_Ga0213920_1000796_15,-,Penton_6,-,2.9e-17,59.2,all,3300021438_assembled_Ga0213920_1000796,Penton
3300027769_assembled_Ga0209770_10000312_17,-,Penton_6,-,3.3e-17,59,all,3300027769_assembled_Ga0209770_10000312,Penton
3300009154_assembled_Ga0114963_10000587_16,-,Penton_6,-,3.7e-17,58.9,all,3300009154_assembled_Ga0114963_10000587,Penton
3300009180_assembled_Ga0114979_10000767_4,-,Penton_6,-,4.3e-17,58.6,all,3300009180_assembled_Ga0114979_10000767,Penton
3300032893_assembled_Ga0335069_10005211_20,-,Penton_6,-,6.2e-17,58.1,all,3300032893_assembled_Ga0335069_10005211,Penton
3300010413_assembled_Ga0136851_10008908_1,-,Penton_6,-,1e-16,57.4,all,3300010413_assembled_Ga0136851_10008908,Penton
KJ854379.1_19,-,Penton_6,-,2.8e-16,56,all,KJ854379.1,Penton
MG807318.2_11,-,Penton_6,-,3.5e-16,55.6,all,MG807318.2,Penton
3300035696_assembled_Ga0374055_0049619_21,-,Penton_6,-,4.5e-16,55.3,all,3300035696_assembled_Ga0374055_0049619,Penton
3300017971_assembled_Ga0180438_10002894_11,-,Penton_6,-,6.5e-16,54.7,all,3300017971_assembled_Ga0180438_10002894,Penton
3300007734_assembled_Ga0104986_1721_24,-,Penton_6,-,1.5e-15,53.6,all,3300007734_assembled_Ga0104986_1721,Penton
JN603370.1_19,-,Penton_6,-,2.9e-15,52.6,all,JN603370.1,Penton
3300006114_assembled_Ga0007815_1000154_11,-,Penton_6,-,4.2e-15,52,all,3300006114_assembled_Ga0007815_1000154,Penton
3300014492_assembled_Ga0182013_10004328_12,-,Penton_6,-,5.4e-15,51.7,all,3300014492_assembled_Ga0182013_10004328,Penton
3300010334_assembled_Ga0136644_10000572_30,-,Penton_6,-,1.5e-14,50.2,all,3300010334_assembled_Ga0136644_10000572,Penton
3300007541_assembled_Ga0099848_1000221_15,-,Penton_7,-,1.1e-45,153.5,all,3300007541_assembled_Ga0099848_1000221,Penton
3300010885_assembled_Ga0133913_10011061_26,-,Penton_7,-,2.8e-38,129,all,3300010885_assembled_Ga0133913_10011061,Penton
3300017971_assembled_Ga0180438_10003911_15,-,Penton_7,-,4.1e-35,118.6,all,3300017971_assembled_Ga0180438_10003911,Penton
3300009548_assembled_Ga0116107_1001113_13,-,Penton_7,-,1.7e-32,109.9,all,3300009548_assembled_Ga0116107_1001113,Penton
3300025646_assembled_Ga0208161_1000494_22,-,Penton_7,-,1.2e-31,107.1,all,3300025646_assembled_Ga0208161_1000494,Penton
3300017963_assembled_Ga0180437_10003822_11,-,Penton_7,-,1e-30,104.1,all,3300017963_assembled_Ga0180437_10003822,Penton
3300017971_assembled_Ga0180438_10003911_14,-,Penton_7,-,3.8e-30,102.2,all,3300017971_assembled_Ga0180438_10003911,Penton
3300027769_assembled_Ga0209770_10000312_17,-,Penton_7,-,4.7e-30,101.9,all,3300027769_assembled_Ga0209770_10000312,Penton
MG807318.2_11,-,Penton_7,-,7.9e-30,101.1,all,MG807318.2,Penton
JN603370.1_19,-,Penton_7,-,4.8e-27,91.9,all,JN603370.1,Penton
3300010413_assembled_Ga0136851_10008908_21,-,Penton_7,-,7.7e-27,91.2,all,3300010413_assembled_Ga0136851_10008908,Penton
3300007541_assembled_Ga0099848_1000221_16,-,Penton_7,-,1.1e-25,87.4,all,3300007541_assembled_Ga0099848_1000221,Penton
3300009154_assembled_Ga0114963_10000587_16,-,Penton_7,-,1.6e-25,86.9,all,3300009154_assembled_Ga0114963_10000587,Penton
3300009181_assembled_Ga0114969_10001288_5,-,Penton_7,-,1.8e-23,80.2,all,3300009181_assembled_Ga0114969_10001288,Penton
3300010885_assembled_Ga0133913_10009934_11,-,Penton_7,-,2.8e-23,79.5,all,3300010885_assembled_Ga0133913_10009934,Penton
3300021168_assembled_Ga0210406_10003258_9,-,Penton_7,-,7.8e-23,78,all,3300021168_assembled_Ga0210406_10003258,Penton
3300005747_assembled_Ga0076924_1015279_12,-,Penton_7,-,1.7e-22,76.9,all,3300005747_assembled_Ga0076924_1015279,Penton
3300010885_assembled_Ga0133913_10013256_20,-,Penton_7,-,3.5e-22,75.9,all,3300010885_assembled_Ga0133913_10013256,Penton
3300028413_assembled_Ga0306870_1000093_8,-,Penton_7,-,9.2e-22,74.5,all,3300028413_assembled_Ga0306870_1000093,Penton
3300027777_assembled_Ga0209829_10000789_29,-,Penton_7,-,1.2e-21,74.1,all,3300027777_assembled_Ga0209829_10000789,Penton
3300024254_assembled_Ga0247661_1000063_9,-,Penton_7,-,1.4e-21,73.8,all,3300024254_assembled_Ga0247661_1000063,Penton
3300021438_assembled_Ga0213920_1000796_15,-,Penton_7,-,1.8e-21,73.5,all,3300021438_assembled_Ga0213920_1000796,Penton
3300018022_assembled_Ga0187864_10002390_2,-,Penton_7,-,2.4e-21,73.1,all,3300018022_assembled_Ga0187864_10002390,Penton
3300032893_assembled_Ga0335069_10005211_20,-,Penton_7,-,8.3e-21,71.3,all,3300032893_assembled_Ga0335069_10005211,Penton
3300035696_assembled_Ga0374055_0049619_21,-,Penton_7,-,1.8e-20,70.2,all,3300035696_assembled_Ga0374055_0049619,Penton
3300009500_assembled_Ga0116229_10007006_19,-,Penton_7,-,2.9e-20,69.5,all,3300009500_assembled_Ga0116229_10007006,Penton
3300007540_assembled_Ga0099847_1000087_16,-,Penton_7,-,4e-20,69.1,all,3300007540_assembled_Ga0099847_1000087,Penton
3300006916_assembled_Ga0070750_10000267_3,-,Penton_7,-,7e-20,68.3,all,3300006916_assembled_Ga0070750_10000267,Penton
3300009091_assembled_Ga0102851_10000522_1,-,Penton_7,-,9.6e-20,67.8,all,3300009091_assembled_Ga0102851_10000522,Penton
3300014204_assembled_Ga0172381_10002270_15,-,Penton_7,-,1.9e-19,66.9,all,3300014204_assembled_Ga0172381_10002270,Penton
3300005582_assembled_Ga0049080_10000091_18,-,Penton_7,-,3.9e-19,65.8,all,3300005582_assembled_Ga0049080_10000091,Penton
3300029911_assembled_Ga0311361_10011007_1,-,Penton_7,-,4.5e-19,65.6,all,3300029911_assembled_Ga0311361_10011007,Penton
3300023174_assembled_Ga0214921_10004023_18,-,Penton_7,-,4.9e-19,65.5,all,3300023174_assembled_Ga0214921_10004023,Penton
3300019487_assembled_Ga0187893_10009394_17,-,Penton_7,-,6.8e-19,65,all,3300019487_assembled_Ga0187893_10009394,Penton
3300027708_assembled_Ga0209188_1000973_20,-,Penton_7,-,9.8e-19,64.5,all,3300027708_assembled_Ga0209188_1000973,Penton
3300014492_assembled_Ga0182013_10004328_12,-,Penton_7,-,1.7e-18,63.7,all,3300014492_assembled_Ga0182013_10004328,Penton
3300025736_assembled_Ga0207997_1001135_8,-,Penton_7,-,2.2e-18,63.3,all,3300025736_assembled_Ga0207997_1001135,Penton
3300002835_assembled_B570J40625_100005612_18,-,Penton_7,-,4.4e-18,62.3,all,3300002835_assembled_B570J40625_100005612,Penton
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_14,-,Penton_7,-,7.7e-18,61.5,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,Penton
3300009182_assembled_Ga0114959_10001102_11,-,Penton_7,-,4.4e-17,59,all,3300009182_assembled_Ga0114959_10001102,Penton
3300006114_assembled_Ga0007815_1000154_11,-,Penton_7,-,9e-17,58,all,3300006114_assembled_Ga0007815_1000154,Penton
3300032770_assembled_Ga0335085_10008907_18,-,Penton_7,-,1.9e-16,56.9,all,3300032770_assembled_Ga0335085_10008907,Penton
3300027973_assembled_Ga0209298_10000424_8,-,Penton_7,-,2.6e-16,56.5,all,3300027973_assembled_Ga0209298_10000424,Penton
3300017971_assembled_Ga0180438_10002894_12,-,Penton_7,-,1e-15,54.5,all,3300017971_assembled_Ga0180438_10002894,Penton
3300025401_assembled_Ga0207955_1000104_10,-,Penton_7,-,2.1e-15,53.5,all,3300025401_assembled_Ga0207955_1000104,Penton
3300009163_assembled_Ga0114970_10000439_26,-,Penton_7,-,4.2e-15,52.5,all,3300009163_assembled_Ga0114970_10000439,Penton
3300010885_assembled_Ga0133913_10015411_5,-,Penton_7,-,4.3e-15,52.4,all,3300010885_assembled_Ga0133913_10015411,Penton
3300002092_assembled_JGI24218J26658_1000290_30,-,Penton_7,-,7.9e-15,51.6,all,3300002092_assembled_JGI24218J26658_1000290,Penton
3300009068_assembled_Ga0114973_10000749_11,-,PRO_1,-,1.7e-75,250.7,all,3300009068_assembled_Ga0114973_10000749,PRO
3300009068_assembled_Ga0114973_10000639_11,-,PRO_1,-,3.8e-75,249.6,all,3300009068_assembled_Ga0114973_10000639,PRO
3300009151_assembled_Ga0114962_10000818_13,-,PRO_1,-,8.4e-74,245.2,all,3300009151_assembled_Ga0114962_10000818,PRO
3300009181_assembled_Ga0114969_10000735_8,-,PRO_1,-,1.6e-71,237.7,all,3300009181_assembled_Ga0114969_10000735,PRO
3300010885_assembled_Ga0133913_10007194_17,-,PRO_1,-,5.2e-71,236.1,all,3300010885_assembled_Ga0133913_10007194,PRO
3300032893_assembled_Ga0335069_10005211_19,-,PRO_1,-,6.6e-71,235.7,all,3300032893_assembled_Ga0335069_10005211,PRO
3300010885_assembled_Ga0133913_10017077_17,-,PRO_1,-,3.4e-70,233.4,all,3300010885_assembled_Ga0133913_10017077,PRO
3300010158_assembled_Ga0114960_10000772_21,-,PRO_1,-,4.1e-70,233.1,all,3300010158_assembled_Ga0114960_10000772,PRO
3300010885_assembled_Ga0133913_10012256_2,-,PRO_1,-,4.7e-69,229.7,all,3300010885_assembled_Ga0133913_10012256,PRO
MG807318.2_18,-,PRO_1,-,1e-68,228.6,all,MG807318.2,PRO
3300027763_assembled_Ga0209088_10000481_8,-,PRO_1,-,1.9e-68,227.7,all,3300027763_assembled_Ga0209088_10000481,PRO
3300025838_assembled_Ga0208872_1000426_7,-,PRO_1,-,5.7e-68,226.1,all,3300025838_assembled_Ga0208872_1000426,PRO
3300009151_assembled_Ga0114962_10000842_15,-,PRO_1,-,1.1e-67,225.2,all,3300009151_assembled_Ga0114962_10000842,PRO
3300010885_assembled_Ga0133913_10011015_4,-,PRO_1,-,1.1e-67,225.1,all,3300010885_assembled_Ga0133913_10011015,PRO
3300007735_assembled_Ga0104988_10753_19,-,PRO_1,-,1.7e-67,224.6,all,3300007735_assembled_Ga0104988_10753,PRO
3300009548_assembled_Ga0116107_1001113_12,-,PRO_1,-,1.9e-67,224.4,all,3300009548_assembled_Ga0116107_1001113,PRO
3300009184_assembled_Ga0114976_10000413_4,-,PRO_1,-,2.2e-67,224.2,all,3300009184_assembled_Ga0114976_10000413,PRO
3300029911_assembled_Ga0311361_10011007_22,-,PRO_1,-,2.4e-67,224,all,3300029911_assembled_Ga0311361_10011007,PRO
3300014492_assembled_Ga0182013_10004328_11,-,PRO_1,-,2.9e-67,223.8,all,3300014492_assembled_Ga0182013_10004328,PRO
3300006109_assembled_Ga0007870_1000162_14,-,PRO_1,-,1.8e-66,221.2,all,3300006109_assembled_Ga0007870_1000162,PRO
3300032770_assembled_Ga0335085_10008907_8,-,PRO_1,-,7.9e-66,219.1,all,3300032770_assembled_Ga0335085_10008907,PRO
3300010885_assembled_Ga0133913_10008183_3,-,PRO_1,-,9.2e-66,218.9,all,3300010885_assembled_Ga0133913_10008183,PRO
JN603370.1_9,-,PRO_1,-,1.7e-65,218,all,JN603370.1,PRO
3300035696_assembled_Ga0374055_0049619_22,-,PRO_1,-,8.6e-64,212.4,all,3300035696_assembled_Ga0374055_0049619,PRO
3300002091_assembled_JGI24028J26656_1000152_15,-,PRO_1,-,1e-63,212.2,all,3300002091_assembled_JGI24028J26656_1000152,PRO
3300019487_assembled_Ga0187893_10009394_16,-,PRO_1,-,1.7e-63,211.5,all,3300019487_assembled_Ga0187893_10009394,PRO
3300024254_assembled_Ga0247661_1000063_10,-,PRO_1,-,3.2e-63,210.6,all,3300024254_assembled_Ga0247661_1000063,PRO
3300010413_assembled_Ga0136851_10008908_20,-,PRO_1,-,3.7e-63,210.4,all,3300010413_assembled_Ga0136851_10008908,PRO
3300009684_assembled_Ga0114958_10000782_22,-,PRO_1,-,5.2e-63,209.9,all,3300009684_assembled_Ga0114958_10000782,PRO
3300021168_assembled_Ga0210406_10003258_10,-,PRO_1,-,5.4e-63,209.8,all,3300021168_assembled_Ga0210406_10003258,PRO
3300010885_assembled_Ga0133913_10013256_21,-,PRO_1,-,7.2e-63,209.4,all,3300010885_assembled_Ga0133913_10013256,PRO
3300018022_assembled_Ga0187864_10002390_3,-,PRO_1,-,1.5e-62,208.4,all,3300018022_assembled_Ga0187864_10002390,PRO
3300007734_assembled_Ga0104986_1721_11,-,PRO_1,-,3.6e-62,207.1,all,3300007734_assembled_Ga0104986_1721,PRO
3300025646_assembled_Ga0208161_1000494_23,-,PRO_1,-,5.6e-62,206.5,all,3300025646_assembled_Ga0208161_1000494,PRO
3300009181_assembled_Ga0114969_10001288_13,-,PRO_1,-,6.2e-62,206.4,all,3300009181_assembled_Ga0114969_10001288,PRO
3300010885_assembled_Ga0133913_10009135_21,-,PRO_1,-,3.5e-61,203.9,all,3300010885_assembled_Ga0133913_10009135,PRO
3300017971_assembled_Ga0180438_10003911_16,-,PRO_1,-,5.8e-61,203.2,all,3300017971_assembled_Ga0180438_10003911,PRO
3300009180_assembled_Ga0114979_10000767_18,-,PRO_1,-,8.4e-61,202.7,all,3300009180_assembled_Ga0114979_10000767,PRO
3300017963_assembled_Ga0180437_10003822_10,-,PRO_1,-,1e-60,202.4,all,3300017963_assembled_Ga0180437_10003822,PRO
3300009500_assembled_Ga0116229_10007006_20,-,PRO_1,-,3.6e-60,200.6,all,3300009500_assembled_Ga0116229_10007006,PRO
3300010885_assembled_Ga0133913_10015411_8,-,PRO_1,-,4.7e-60,200.2,all,3300010885_assembled_Ga0133913_10015411,PRO
3300021438_assembled_Ga0213920_1000796_14,-,PRO_1,-,1.1e-59,199,all,3300021438_assembled_Ga0213920_1000796,PRO
3300010885_assembled_Ga0133913_10013167_16,-,PRO_1,-,1.7e-59,198.4,all,3300010885_assembled_Ga0133913_10013167,PRO
3300010334_assembled_Ga0136644_10000572_7,-,PRO_1,-,2.5e-59,197.8,all,3300010334_assembled_Ga0136644_10000572,PRO
3300007541_assembled_Ga0099848_1000221_12,-,PRO_1,-,2.7e-59,197.7,all,3300007541_assembled_Ga0099848_1000221,PRO
3300013094_assembled_Ga0164297_10001420_11,-,PRO_1,-,4.2e-59,197.1,all,3300013094_assembled_Ga0164297_10001420,PRO
3300010885_assembled_Ga0133913_10010443_4,-,PRO_1,-,4.8e-59,196.9,all,3300010885_assembled_Ga0133913_10010443,PRO
3300027793_assembled_Ga0209972_10000880_3,-,PRO_1,-,1.2e-58,195.6,all,3300027793_assembled_Ga0209972_10000880,PRO
3300002835_assembled_B570J40625_100004419_3,-,PRO_1,-,1.3e-58,195.5,all,3300002835_assembled_B570J40625_100004419,PRO
3300023174_assembled_Ga0214921_10004023_15,-,PRO_1,-,2.3e-58,194.7,all,3300023174_assembled_Ga0214921_10004023,PRO
3300005582_assembled_Ga0049080_10000091_9,-,PRO_1,-,5.7e-58,193.4,all,3300005582_assembled_Ga0049080_10000091,PRO
3300027708_assembled_Ga0209188_1000973_11,-,PRO_1,-,1.5e-57,192,all,3300027708_assembled_Ga0209188_1000973,PRO
3300025736_assembled_Ga0207997_1001135_7,-,PRO_1,-,1.6e-57,191.9,all,3300025736_assembled_Ga0207997_1001135,PRO
KC556925.1_11,-,PRO_1,-,2.7e-57,191.2,all,KC556925.1,PRO
3300009183_assembled_Ga0114974_10000518_5,-,PRO_1,-,5.7e-57,190.1,all,3300009183_assembled_Ga0114974_10000518,PRO
3300027769_assembled_Ga0209770_10000312_22,-,PRO_1,-,6.2e-57,190,all,3300027769_assembled_Ga0209770_10000312,PRO
3300009091_assembled_Ga0102851_10000522_25,-,PRO_1,-,2.1e-56,188.3,all,3300009091_assembled_Ga0102851_10000522,PRO
3300010354_assembled_Ga0129333_10000799_7,-,PRO_1,-,2.8e-56,187.8,all,3300010354_assembled_Ga0129333_10000799,PRO
3300010885_assembled_Ga0133913_10009566_28,-,PRO_1,-,3.3e-56,187.6,all,3300010885_assembled_Ga0133913_10009566,PRO
3300009183_assembled_Ga0114974_10001000_10,-,PRO_1,-,5.7e-56,186.8,all,3300009183_assembled_Ga0114974_10001000,PRO
KJ854379.1_6,-,PRO_1,-,9.9e-56,186.1,all,KJ854379.1,PRO
3300009151_assembled_Ga0114962_10001373_17,-,PRO_1,-,1.2e-55,185.9,all,3300009151_assembled_Ga0114962_10001373,PRO
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_15,-,PRO_1,-,1.6e-55,185.4,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,PRO
OL828819.1_7,-,PRO_1,-,2.8e-55,184.6,all,OL828819.1,PRO
3300009154_assembled_Ga0114963_10000587_20,-,PRO_1,-,4.3e-55,184,all,3300009154_assembled_Ga0114963_10000587,PRO
3300025401_assembled_Ga0207955_1000104_20,-,PRO_1,-,5.5e-55,183.6,all,3300025401_assembled_Ga0207955_1000104,PRO
3300027973_assembled_Ga0209298_10000424_3,-,PRO_1,-,2.7e-54,181.4,all,3300027973_assembled_Ga0209298_10000424,PRO
3300032665_assembled_Ga0316221_1001987_11,-,PRO_1,-,3.7e-54,180.9,all,3300032665_assembled_Ga0316221_1001987,PRO
3300025487_assembled_Ga0208105_1000377_13,-,PRO_1,-,7.6e-54,179.9,all,3300025487_assembled_Ga0208105_1000377,PRO
3300009163_assembled_Ga0114970_10000439_4,-,PRO_1,-,2.5e-53,178.2,all,3300009163_assembled_Ga0114970_10000439,PRO
3300002835_assembled_B570J40625_100005612_13,-,PRO_1,-,3.3e-53,177.8,all,3300002835_assembled_B570J40625_100005612,PRO
3300007540_assembled_Ga0099847_1000087_11,-,PRO_1,-,4.3e-53,177.4,all,3300007540_assembled_Ga0099847_1000087,PRO
3300006916_assembled_Ga0070750_10000267_26,-,PRO_1,-,9.7e-53,176.3,all,3300006916_assembled_Ga0070750_10000267,PRO
3300005747_assembled_Ga0076924_1015279_16,-,PRO_1,-,8.2e-51,170,all,3300005747_assembled_Ga0076924_1015279,PRO
BVI_055B_6,-,PRO_1,-,9.3e-51,169.8,all,BVI_055B,PRO
HQ712116.1_16,-,PRO_1,-,9.3e-51,169.8,all,HQ712116.1,PRO
3300010885_assembled_Ga0133913_10012712_22,-,PRO_1,-,1.8e-50,168.8,all,3300010885_assembled_Ga0133913_10012712,PRO
3300027749_assembled_Ga0209084_1000714_19,-,PRO_1,-,4.2e-50,167.7,all,3300027749_assembled_Ga0209084_1000714,PRO
3300009160_assembled_Ga0114981_10001519_2,-,PRO_1,-,4.6e-50,167.5,all,3300009160_assembled_Ga0114981_10001519,PRO
3300010157_assembled_Ga0114964_10000880_9,-,PRO_1,-,4.9e-50,167.4,all,3300010157_assembled_Ga0114964_10000880,PRO
3300010885_assembled_Ga0133913_10027335_14,-,PRO_1,-,1e-49,166.4,all,3300010885_assembled_Ga0133913_10027335,PRO
KM502591.1_4,-,PRO_1,-,1.3e-49,166.1,all,KM502591.1,PRO
3300009182_assembled_Ga0114959_10001102_4,-,PRO_1,-,1.5e-49,165.8,all,3300009182_assembled_Ga0114959_10001102,PRO
3300009111_assembled_Ga0115026_10000109_8,-,PRO_1,-,4e-49,164.5,all,3300009111_assembled_Ga0115026_10000109,PRO
