Genome Abbreviated ID,Genome full ID,Source dataset,Dataset type,Dataset ID,Genome topology,Genome length,ANI clustering status,ANI cluster,Predicted completeness,List of virophage marker genes,gwAAI group,MCP tree group,Blast-based affiliation,Dataset publication doi (or other comparable reference),Proposal doi (for JGI datasets)
PE_055,3300005581_____Ga0049081_10000427,Paez-Espino_2019,Metagenome,3300005581,Linear,16107,Clustered,IMG_VR_0196,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000574
PE_056,3300005581_____Ga0049081_10000462,Paez-Espino_2019,Metagenome,3300005581,Linear,15545,Clustered,IMG_VR_0197,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000574
PE_057,3300005581_____Ga0049081_10000582,Paez-Espino_2019,Metagenome,3300005581,Linear,14066,Clustered,IMG_VR_0198,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000574
PE_058,3300005582_____Ga0049080_10000091,Paez-Espino_2019,Metagenome,3300005582,DTR,26913,Clustered,IMG_VR_0200,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000574
PE_059,3300005590_____Ga0070727_10004000,Paez-Espino_2019,Metagenome,3300005590,Linear,12852,Clustered,IMG_VR_0202,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000564
PE_060,3300005613_____Ga0074649_1001593,Paez-Espino_2019,Metagenome,3300005613,DTR,26703,Seed,PE_060,Complete,ATPase MCP Penton PRO,Group 001,Aquatic virophages 1,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1186/s40168-019-0768-5,
PE_061,3300005613_____Ga0074649_1001776,Paez-Espino_2019,Metagenome,3300005613,Linear,24968,Seed,PE_061,Near-complete,ATPase MCP Penton PRO,Group 001,Aquatic virophages 1,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1186/s40168-019-0768-5,
PE_062,3300005613_____Ga0074649_1002571,Paez-Espino_2019,Metagenome,3300005613,Linear,19117,Seed,PE_062,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1186/s40168-019-0768-5,
PE_063,3300005613_____Ga0074649_1003928,Paez-Espino_2019,Metagenome,3300005613,Linear,14177,Seed,PE_063,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1186/s40168-019-0768-5,
PE_064,3300005662_____Ga0078894_10001308,Paez-Espino_2019,Metagenome,3300005662,Linear,18436,Clustered,IMG_VR_0212,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000744
PE_065,3300005663_____Ga0073582_101521,Paez-Espino_2019,Metagenome,3300005663,Linear,14620,Clustered,IMG_VR_0215,NA,NA,NA,NA,NA,10.1038/nature14447 10.1186/s40168-019-0768-5,
PE_066,3300005712_____Ga0070764_10000374,Paez-Espino_2019,Metagenome,3300005712,Linear,17322,Clustered,IMG_VR_0216,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60007639
PE_067,3300005805_____Ga0079957_1002161,Paez-Espino_2019,Metagenome,3300005805,Linear,17379,Clustered,IMG_VR_0221,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,
PE_068,3300005861_____Ga0080006_1175989,Paez-Espino_2019,Metagenome,3300005861,Linear,13840,Seed,PE_068,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1186/s40168-019-0768-5,10.46936/10.25585/60000772
PE_069,3300005861_____Ga0080006_1218239,Paez-Espino_2019,Metagenome,3300005861,Linear,12701,Seed,PE_069,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1186/s40168-019-0768-5,10.46936/10.25585/60000772
PE_070,3300005939_____Ga0075123_10001120,Paez-Espino_2019,Metagenome,3300005939,Linear,13709,Clustered,IMG_VR_1229,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5 10.1186/s40168-020-00889-8,10.46936/10.25585/60001034
PE_071,3300006071_____Ga0007876_1000165,Paez-Espino_2019,Metagenome,3300006071,Linear,28248,Clustered,IMG_VR_0236,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_072,3300006071_____Ga0007876_1000258,Paez-Espino_2019,Metagenome,3300006071,Linear,22072,Clustered,IMG_VR_0237,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_073,3300006100_____Ga0007806_1000231,Paez-Espino_2019,Metagenome,3300006100,DTR,18766,Seed,PE_073,Complete,ATPase MCP Penton PRO,Group 001,Aquatic virophages 1,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_074,3300006103_____Ga0007813_1000158,Paez-Espino_2019,Metagenome,3300006103,Linear,24349,Clustered,IMG_VR_1185,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_075,3300006104_____Ga0007882_10001075,Paez-Espino_2019,Metagenome,3300006104,Linear,16131,Clustered,IMG_VR_1216,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_076,3300006108_____Ga0007862_1000466,Paez-Espino_2019,Metagenome,3300006108,Linear,12709,Clustered,IMG_VR_1180,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_077,3300006109_____Ga0007870_1000379,Paez-Espino_2019,Metagenome,3300006109,Linear,14652,Clustered,IMG_VR_1175,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_078,3300006111_____Ga0007848_1000345,Paez-Espino_2019,Metagenome,3300006111,Linear,16283,Clustered,IMG_VR_1236,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_079,3300006114_____Ga0007815_1000154,Paez-Espino_2019,Metagenome,3300006114,Linear,21870,Clustered,IMG_VR_0273,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_080,3300006117_____Ga0007818_1000137,Paez-Espino_2019,Metagenome,3300006117,Linear,21830,Clustered,IMG_VR_0283,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_081,3300006118_____Ga0007859_1000217,Paez-Espino_2019,Metagenome,3300006118,Linear,16084,Clustered,IMG_VR_1189,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_082,3300006119_____Ga0007866_1000143,Paez-Espino_2019,Metagenome,3300006119,Linear,19699,Clustered,IMG_VR_0289,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_083,3300006119_____Ga0007866_1000399,Paez-Espino_2019,Metagenome,3300006119,Linear,12687,Clustered,IMG_VR_0293,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_084,3300006122_____Ga0007837_1000084,Paez-Espino_2019,Metagenome,3300006122,Linear,14979,Clustered,IMG_VR_0300,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_085,3300006127_____Ga0007805_1000262,Paez-Espino_2019,Metagenome,3300006127,Linear,19035,Clustered,IMG_VR_0306,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_086,3300006127_____Ga0007805_1000719,Paez-Espino_2019,Metagenome,3300006127,Linear,11289,Clustered,IMG_VR_0307,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_087,3300006127_____Ga0007805_1000725,Paez-Espino_2019,Metagenome,3300006127,Linear,11178,Clustered,IMG_VR_0308,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_088,3300006128_____Ga0007828_1000470,Paez-Espino_2019,Metagenome,3300006128,Linear,10306,Clustered,IMG_VR_0312,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_089,3300006129_____Ga0007834_1000393,Paez-Espino_2019,Metagenome,3300006129,Linear,13985,Clustered,IMG_VR_0313,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
PE_090,3300006358_____Ga0068871_100001277,Paez-Espino_2019,Metagenome,3300006358,Linear,16818,Seed,PE_090,Near-complete,ATPase MCP Penton PRO,Group 002,Sputnik virophages,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60000745
PE_091,3300006484_____Ga0070744_10000380,Paez-Espino_2019,Metagenome,3300006484,Linear,12676,Clustered,IMG_VR_0315,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000867
PE_092,3300006802_____Ga0070749_10000650,Paez-Espino_2019,Metagenome,3300006802,Linear,23468,Clustered,IMG_VR_0317,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_093,3300006802_____Ga0070749_10000779,Paez-Espino_2019,Metagenome,3300006802,Linear,21373,Clustered,IMG_VR_0318,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_094,3300006802_____Ga0070749_10001201,Paez-Espino_2019,Metagenome,3300006802,Linear,17527,Clustered,IMG_VR_0319,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_095,3300006802_____Ga0070749_10001496,Paez-Espino_2019,Metagenome,3300006802,Linear,15853,Clustered,IMG_VR_0320,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_096,3300006875_____Ga0075473_10000931,Paez-Espino_2019,Metagenome,3300006875,Linear,12394,Clustered,IMG_VR_0330,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_097,3300006916_____Ga0070750_10000267,Paez-Espino_2019,Metagenome,3300006916,DTR,28912,Clustered,IMG_VR_0331,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_098,3300006919_____Ga0070746_10001925,Paez-Espino_2019,Metagenome,3300006919,Linear,12343,Clustered,IMG_VR_0339,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_099,3300006920_____Ga0070748_1000325,Paez-Espino_2019,Metagenome,3300006920,Linear,24159,Clustered,IMG_VR_0344,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_100,3300007074_____Ga0075110_1001386,Paez-Espino_2019,Metagenome,3300007074,Linear,10319,Seed,PE_100,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Lavidavirales;Maviroviridae,10.1186/s40168-019-0768-5 10.1186/s40168-020-00889-8,10.46936/10.25585/60001034
PE_101,3300007276_____Ga0070747_1000780,Paez-Espino_2019,Metagenome,3300007276,Linear,15526,Clustered,IMG_VR_0355,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_102,3300007344_____Ga0070745_1002316,Paez-Espino_2019,Metagenome,3300007344,Linear,10250,Clustered,IMG_VR_0358,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_103,3300007345_____Ga0070752_1001124,Paez-Espino_2019,Metagenome,3300007345,Linear,19481,Clustered,IMG_VR_0359,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_104,3300007516_____Ga0105050_10007389,Paez-Espino_2019,Metagenome,3300007516,Linear,13145,Clustered,IMG_VR_0365,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000788
PE_105,3300007538_____Ga0099851_1000248,Paez-Espino_2019,Metagenome,3300007538,DTR,22392,Clustered,IMG_VR_1211,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_106,3300007538_____Ga0099851_1001009,Paez-Espino_2019,Metagenome,3300007538,Linear,11904,Clustered,IMG_VR_0374,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_107,3300007540_____Ga0099847_1000087,Paez-Espino_2019,Metagenome,3300007540,DTR,26512,Clustered,IMG_VR_0380,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_108,3300007540_____Ga0099847_1000567,Paez-Espino_2019,Metagenome,3300007540,Linear,12540,Clustered,IMG_VR_0381,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_109,3300007540_____Ga0099847_1000701,Paez-Espino_2019,Metagenome,3300007540,Linear,11413,Clustered,IMG_VR_0382,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_110,3300007541_____Ga0099848_1000221,Paez-Espino_2019,Metagenome,3300007541,DTR,25346,Clustered,IMG_VR_0386,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_111,3300007541_____Ga0099848_1000347,Paez-Espino_2019,Metagenome,3300007541,Linear,21278,Clustered,IMG_VR_0388,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_112,3300007541_____Ga0099848_1001120,Paez-Espino_2019,Metagenome,3300007541,Linear,12565,Clustered,IMG_VR_1210,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_113,3300007542_____Ga0099846_1001258,Paez-Espino_2019,Metagenome,3300007542,Linear,10552,Clustered,IMG_VR_0391,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_114,3300007609_____Ga0102945_1000484,Paez-Espino_2019,Metagenome,3300007609,Linear,12048,Clustered,IMG_VR_0394,NA,NA,NA,NA,NA,10.1038/s41396-021-01067-w 10.1186/s40168-019-0768-5,10.46936/10.25585/60000820
PE_115,3300007633_____Ga0102940_1002147,Paez-Espino_2019,Metagenome,3300007633,Linear,12063,Clustered,IMG_VR_0396,NA,NA,NA,NA,NA,10.1038/s41396-021-01067-w 10.1186/s40168-019-0768-5,10.46936/10.25585/60000820
PE_116,3300007640_____Ga0070751_1001973,Paez-Espino_2019,Metagenome,3300007640,Linear,11812,Clustered,IMG_VR_0399,NA,NA,NA,NA,NA,10.1128/mSystems.01020-20 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_117,3300009001_____Ga0102963_1001410,Paez-Espino_2019,Metagenome,3300009001,Linear,10581,Clustered,IMG_VR_0438,NA,NA,NA,NA,NA,10.1038/s41396-021-01067-w 10.1186/s40168-019-0768-5,10.46936/10.25585/60000820
PE_118,3300009068_____Ga0114973_10000565,Paez-Espino_2019,Metagenome,3300009068,Linear,28275,Clustered,IMG_VR_0440,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_119,3300009068_____Ga0114973_10000639,Paez-Espino_2019,Metagenome,3300009068,DTR,26286,Clustered,IMG_VR_0441,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_120,3300009068_____Ga0114973_10000749,Paez-Espino_2019,Metagenome,3300009068,DTR,24311,Clustered,IMG_VR_0442,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_121,3300009068_____Ga0114973_10001071,Paez-Espino_2019,Metagenome,3300009068,Linear,20466,Clustered,IMG_VR_0444,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_122,3300009070_____Ga0066256_1001637|9300-29370,Paez-Espino_2019,Metagenome,3300009070,Integrated,20071,Clustered,IMG_VR_0446,NA,NA,NA,NA,NA,10.1021/acs.est.6b04477 10.1111/1462-2920.12936 10.1186/s40168-019-0768-5,10.46936/10.25585/60000685
PE_123,3300009070_____Ga0066256_1002141|1-12600,Paez-Espino_2019,Metagenome,3300009070,Integrated,12600,Clustered,IMG_VR_1033,NA,NA,NA,NA,NA,10.1021/acs.est.6b04477 10.1111/1462-2920.12936 10.1186/s40168-019-0768-5,10.46936/10.25585/60000685
PE_124,3300009070_____Ga0066256_1002412,Paez-Espino_2019,Metagenome,3300009070,Linear,20798,Clustered,IMG_VR_0448,NA,NA,NA,NA,NA,10.1021/acs.est.6b04477 10.1111/1462-2920.12936 10.1186/s40168-019-0768-5,10.46936/10.25585/60000685
PE_125,3300009070_____Ga0066256_1003444,Paez-Espino_2019,Metagenome,3300009070,Linear,15282,Clustered,IMG_VR_0449,NA,NA,NA,NA,NA,10.1021/acs.est.6b04477 10.1111/1462-2920.12936 10.1186/s40168-019-0768-5,10.46936/10.25585/60000685
PE_126,3300009085_____Ga0105103_10000524,Paez-Espino_2019,Metagenome,3300009085,Linear,21716,Clustered,IMG_VR_0451,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000718
PE_127,3300009085_____Ga0105103_10000772,Paez-Espino_2019,Metagenome,3300009085,DTR,17960,Clustered,IMG_VR_0452,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000718
PE_128,3300009091_____Ga0102851_10000522,Paez-Espino_2019,Metagenome,3300009091,DTR,19440,Clustered,IMG_VR_0453,NA,NA,NA,NA,NA,10.1038/s41467-017-01753-4 10.1186/s40168-019-0768-5,10.46936/10.25585/60000713
PE_129,3300009091_____Ga0102851_10002208,Paez-Espino_2019,Metagenome,3300009091,Linear,11654,Clustered,IMG_VR_0454,NA,NA,NA,NA,NA,10.1038/s41467-017-01753-4 10.1186/s40168-019-0768-5,10.46936/10.25585/60000713
PE_130,3300009111_____Ga0115026_10000109,Paez-Espino_2019,Metagenome,3300009111,Linear,16387,Clustered,IMG_VR_0455,NA,NA,NA,NA,NA,10.1038/s41467-017-01753-4 10.1186/s40168-019-0768-5,10.46936/10.25585/60000596
PE_131,3300009151_____Ga0114962_10000344|7050-40371,Paez-Espino_2019,Metagenome,3300009151,Integrated,33322,Clustered,IMG_VR_0457,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_132,3300009151_____Ga0114962_10000711,Paez-Espino_2019,Metagenome,3300009151,Linear,29203,Clustered,IMG_VR_1277,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_133,3300009151_____Ga0114962_10000779,Paez-Espino_2019,Metagenome,3300009151,Linear,27756,Clustered,IMG_VR_0461,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_134,3300009151_____Ga0114962_10000818,Paez-Espino_2019,Metagenome,3300009151,DTR,27029,Clustered,IMG_VR_0462,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_135,3300009151_____Ga0114962_10000842,Paez-Espino_2019,Metagenome,3300009151,DTR,26553,Clustered,IMG_VR_0464,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_136,3300009151_____Ga0114962_10001373,Paez-Espino_2019,Metagenome,3300009151,DTR,21071,Clustered,IMG_VR_0468,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_137,3300009151_____Ga0114962_10001578,Paez-Espino_2019,Metagenome,3300009151,Linear,19542,Clustered,IMG_VR_1301,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_138,3300009151_____Ga0114962_10001691,Paez-Espino_2019,Metagenome,3300009151,DTR,18860,Clustered,IMG_VR_0470,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_139,3300009151_____Ga0114962_10002859,Paez-Espino_2019,Metagenome,3300009151,Linear,14185,Clustered,IMG_VR_0474,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_140,3300009151_____Ga0114962_10003684,Paez-Espino_2019,Metagenome,3300009151,Linear,12325,Clustered,IMG_VR_0476,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_141,3300009152_____Ga0114980_10001820,Paez-Espino_2019,Metagenome,3300009152,Linear,15207,Clustered,IMG_VR_0545,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_142,3300009154_____Ga0114963_10000410,Paez-Espino_2019,Metagenome,3300009154,Linear,28743,Clustered,IMG_VR_0498,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_143,3300009154_____Ga0114963_10000572,Paez-Espino_2019,Metagenome,3300009154,Linear,24633,Clustered,IMG_VR_0500,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_144,3300009154_____Ga0114963_10000587,Paez-Espino_2019,Metagenome,3300009154,DTR,24328,Clustered,IMG_VR_0501,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_145,3300009154_____Ga0114963_10000678,Paez-Espino_2019,Metagenome,3300009154,Linear,22971,Clustered,IMG_VR_0502,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_146,3300009154_____Ga0114963_10000931,Paez-Espino_2019,Metagenome,3300009154,Linear,20078,Clustered,IMG_VR_0503,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_147,3300009154_____Ga0114963_10001463,Paez-Espino_2019,Metagenome,3300009154,Linear,16315,Clustered,IMG_VR_0504,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_148,3300009154_____Ga0114963_10002531,Paez-Espino_2019,Metagenome,3300009154,Linear,12501,Clustered,IMG_VR_0505,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_149,3300009155_____Ga0114968_10000753,Paez-Espino_2019,Metagenome,3300009155,Linear,24289,Clustered,IMG_VR_0519,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_150,3300009157_____Ga0105092_10001347,Paez-Espino_2019,Metagenome,3300009157,Linear,13142,Clustered,IMG_VR_0523,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000718
PE_151,3300009158_____Ga0114977_10000780,Paez-Espino_2019,Metagenome,3300009158,Linear,21114,Clustered,IMG_VR_0525,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_152,3300009158_____Ga0114977_10001724,Paez-Espino_2019,Metagenome,3300009158,Linear,14396,Clustered,IMG_VR_0529,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_153,3300009159_____Ga0114978_10000595,Paez-Espino_2019,Metagenome,3300009159,Linear,30948,Clustered,IMG_VR_1304,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_154,3300009159_____Ga0114978_10000739,Paez-Espino_2019,Metagenome,3300009159,Linear,27446,Clustered,IMG_VR_0534,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_155,3300009160_____Ga0114981_10000712,Paez-Espino_2019,Metagenome,3300009160,Linear,21711,Clustered,IMG_VR_0542,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_156,3300009161_____Ga0114966_10001014,Paez-Espino_2019,Metagenome,3300009161,Linear,26297,Clustered,IMG_VR_0546,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_157,3300009163_____Ga0114970_10000439,Paez-Espino_2019,Metagenome,3300009163,DTR,30914,Clustered,IMG_VR_0548,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_158,3300009163_____Ga0114970_10002242,Paez-Espino_2019,Metagenome,3300009163,Linear,14515,Clustered,IMG_VR_0551,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_159,3300009164_____Ga0114975_10000387,Paez-Espino_2019,Metagenome,3300009164,Linear,33079,Clustered,IMG_VR_1331,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_160,3300009164_____Ga0114975_10000427,Paez-Espino_2019,Metagenome,3300009164,Linear,31709,Clustered,IMG_VR_0560,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_161,3300009164_____Ga0114975_10000616,Paez-Espino_2019,Metagenome,3300009164,Linear,26840,Clustered,IMG_VR_0562,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_162,3300009164_____Ga0114975_10001038,Paez-Espino_2019,Metagenome,3300009164,Linear,20173,Clustered,IMG_VR_0564,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_163,3300009164_____Ga0114975_10001152,Paez-Espino_2019,Metagenome,3300009164,Linear,19159,Clustered,IMG_VR_0565,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_164,3300009164_____Ga0114975_10001466,Paez-Espino_2019,Metagenome,3300009164,Linear,16799,Clustered,IMG_VR_0566,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_165,3300009164_____Ga0114975_10002759,Paez-Espino_2019,Metagenome,3300009164,Linear,11950,Clustered,IMG_VR_0570,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_166,3300009180_____Ga0114979_10000767,Paez-Espino_2019,Metagenome,3300009180,DTR,21161,Clustered,IMG_VR_0577,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_167,3300009181_____Ga0114969_10000735,Paez-Espino_2019,Metagenome,3300009181,Linear,28443,Clustered,IMG_VR_0584,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_168,3300009181_____Ga0114969_10000987,Paez-Espino_2019,Metagenome,3300009181,Linear,24183,Clustered,IMG_VR_0585,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_169,3300009181_____Ga0114969_10001026,Paez-Espino_2019,Metagenome,3300009181,DTR,23698,Clustered,IMG_VR_0799,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_170,3300009182_____Ga0114959_10001102,Paez-Espino_2019,Metagenome,3300009182,Linear,24403,Clustered,IMG_VR_0592,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_171,3300009182_____Ga0114959_10002038,Paez-Espino_2019,Metagenome,3300009182,Linear,17009,Clustered,IMG_VR_0593,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
